gene_symbol,gene_biotype
ENSG00000290490,lncRNA
TPTE2P2,transcribed_unprocessed_pseudogene
LINC02333,lncRNA
THSD1,protein_coding
RNY4P24,misc_RNA
VPS36,protein_coding
CKAP2-DT,lncRNA
CKAP2,protein_coding
LINC00345,lncRNA
ENSG00000290855,lncRNA
ENSG00000280296,TEC
TPTE2P3,transcribed_unprocessed_pseudogene
ENSG00000291255,lncRNA
ENSG00000273784,lncRNA
ENSG00000290856,lncRNA
MRPS31P4,transcribed_unprocessed_pseudogene
HNRNPA1L2,protein_coding
SUGT1-DT,lncRNA
SUGT1,protein_coding
CNMD,protein_coding
MIR759,miRNA
PPIAP26,processed_pseudogene
PCDH8,protein_coding
OLFM4,protein_coding
LINC01065,lncRNA
ENSG00000279325,lncRNA
PCDH8P1,transcribed_processed_pseudogene
ENSG00000287722,lncRNA
RN7SL618P,misc_RNA
ENSG00000287247,lncRNA
ENSG00000273919,lncRNA
ENSG00000288768,lncRNA
ZNF646P1,unprocessed_pseudogene
LINC00558,lncRNA
LINC00458,lncRNA
ENSG00000271652,processed_pseudogene
MIR1297,miRNA
RPL13AP25,processed_pseudogene
ENSG00000287460,lncRNA
ENSG00000286537,lncRNA
ENSG00000277047,lncRNA
LINC02335,lncRNA
ENSG00000275071,misc_RNA
MIR5007,miRNA
ENSG00000274090,lncRNA
HNF4GP1,processed_pseudogene
ENSG00000286709,lncRNA
SPATA2P1,processed_pseudogene
RN7SKP6,misc_RNA
ENSG00000289475,lncRNA
PRR20A,protein_coding
PRR20C,protein_coding
PRR20B,protein_coding
PRR20D,protein_coding
PRR20E,protein_coding
PRR20FP,unprocessed_pseudogene
MTCO2P3,processed_pseudogene
SLC25A5P4,processed_pseudogene
RPL31P53,processed_pseudogene
ENSG00000288765,lncRNA
PCDH17,protein_coding
ENSG00000278722,lncRNA
RNA5SP30,rRNA_pseudogene
LINC02338,lncRNA
LINC00374,lncRNA
ENSG00000276208,unprocessed_pseudogene
RNY4P29,misc_RNA
CTAGE16P,processed_pseudogene
DNAJA1P1,processed_pseudogene
HMGN2P39,processed_pseudogene
POLR3KP1,processed_pseudogene
ENSG00000288015,lncRNA
RPP40P2,processed_pseudogene
RNU7-88P,snRNA
DIAPH3,protein_coding
DIAPH3-AS1,lncRNA
RN7SL375P,misc_RNA
DIAPH3-AS2,lncRNA
RNY4P28,misc_RNA
LINC00434,lncRNA
TARDBPP2,processed_pseudogene
ENSG00000277549,unprocessed_pseudogene
TDRD3,protein_coding
RNA5SP31,rRNA_pseudogene
LINC00378,lncRNA
EIF4A1P6,processed_pseudogene
ENSG00000279657,TEC
RNY3P5,misc_RNA
LINC01442,lncRNA
MIR3169,miRNA
PCDH20,protein_coding
ENSG00000197991,protein_coding
LINC02339,lncRNA
RAC1P8,processed_pseudogene
ENSG00000270856,processed_pseudogene
LINC00358,lncRNA
LINC01075,lncRNA
LINC01074,lncRNA
LINC00459,lncRNA
RPL32P28,processed_pseudogene
ENSG00000276586,unprocessed_pseudogene
SQSTM1P1,processed_pseudogene
ENSG00000286469,lncRNA
LINC00448,lncRNA
ENSG00000273550,lncRNA
LINC00376,lncRNA
ENSG00000287996,lncRNA
LINC00395,lncRNA
ENSG00000290963,lncRNA
ENSG00000285764,lncRNA
OR7E156P,transcribed_unprocessed_pseudogene
ENSG00000237378,protein_coding
RNU6-81P,snRNA
PPP1R2P10,processed_pseudogene
ENSG00000287128,lncRNA
ENSG00000290964,lncRNA
ENSG00000285566,protein_coding
OR7E104P,transcribed_unprocessed_pseudogene
LINC00355,lncRNA
NFYAP1,processed_pseudogene
LGMNP1,processed_pseudogene
STARP1,processed_pseudogene
HNRNPA3P5,processed_pseudogene
LINC01052,lncRNA
ENSG00000286395,lncRNA
MIR548X2,miRNA
MIR4704,miRNA
TRIM60P19,processed_pseudogene
PCDH9,protein_coding
PCDH9-AS1,lncRNA
RNU7-87P,snRNA
PCDH9-AS2,lncRNA
PCDH9-AS3,lncRNA
PCDH9-AS4,lncRNA
ENSG00000285588,lncRNA
RPSAP53,processed_pseudogene
LINC00364,lncRNA
ENSG00000287876,lncRNA
BCRP9,processed_pseudogene
NPM1P22,processed_pseudogene
OR7E111P,unprocessed_pseudogene
OR7E33P,unprocessed_pseudogene
ENSG00000286820,lncRNA
ELL2P3,processed_pseudogene
HNRNPA1P18,processed_pseudogene
RPL37P21,processed_pseudogene
RPS3AP52,processed_pseudogene
RPL12P34,processed_pseudogene
RN7SL761P,misc_RNA
LINC00550,lncRNA
LINC02342,lncRNA
ZDHHC20P4,processed_pseudogene
SNRPFP3,processed_pseudogene
LINC00383,lncRNA
SRSF1P1,processed_pseudogene
KLHL1,protein_coding
RNY3P10,misc_RNA
PSMC1P13,processed_pseudogene
ATXN8OS,lncRNA
ENSG00000288330,TEC
RNU6-54P,snRNA
ENSG00000276841,unprocessed_pseudogene
MTCL1P1,processed_pseudogene
LINC00348,lncRNA
RABEPKP1,processed_pseudogene
DACH1,protein_coding
H3P36,processed_pseudogene
RPL21P109,processed_pseudogene
RPL35AP31,processed_pseudogene
RPS10P21,processed_pseudogene
ENSG00000212377,snoRNA
RPL18AP17,processed_pseudogene
ENSG00000251715,snoRNA
ENSG00000278113,misc_RNA
ENSG00000199282,snoRNA
RPL21P110,processed_pseudogene
RNU6-80P,snRNA
MZT1,protein_coding
BORA,protein_coding
DIS3,protein_coding
PIBF1,protein_coding
RNU6-79P,snRNA
PSMD10P3,processed_pseudogene
KLF5,protein_coding
FABP5P1,processed_pseudogene
RNU6-66P,snRNA
RNU4-10P,snRNA
RNY1P8,misc_RNA
ENSG00000279754,TEC
MARK2P12,processed_pseudogene
LINC00393,lncRNA
LINC00392,lncRNA
KLF12,protein_coding
ENSG00000280348,TEC
ENSG00000279463,lncRNA
LINC00402,lncRNA
ENSG00000286330,lncRNA
RNY1P5,misc_RNA
ENSG00000289644,lncRNA
RPL21P108,processed_pseudogene
ENSG00000177596,lncRNA
LINC00381,lncRNA
ENSG00000281167,lncRNA
LINC00347,lncRNA
RIOK3P1,processed_pseudogene
RNU6-38P,snRNA
SSR1P2,processed_pseudogene
CTAGE11P,processed_pseudogene
LINC01078,lncRNA
TBC1D4,protein_coding
ENSG00000225203,lncRNA
COMMD6,protein_coding
UCHL3,protein_coding
ENSG00000261553,lncRNA
LMO7-AS1,lncRNA
LMO7,protein_coding
ENSG00000228444,lncRNA
FAM204CP,processed_pseudogene
LMO7DN,lncRNA
LMO7DN-IT1,lncRNA
LINC00561,lncRNA
LINC01034,lncRNA
RN7SL571P,misc_RNA
ENSG00000285572,lncRNA
ENSG00000287018,lncRNA
ENSG00000284809,lncRNA
KCTD12,protein_coding
ENSG00000278727,lncRNA
BTF3P11,processed_pseudogene
ACOD1,protein_coding
RPL7P44,processed_pseudogene
DHX9P1,processed_pseudogene
CLN5,protein_coding
ENSG00000283208,protein_coding
FBXL3,protein_coding
MYCBP2-AS1,lncRNA
ENSG00000274898,lncRNA
MYCBP2,protein_coding
MYCBP2-AS2,lncRNA
ENSG00000288716,protein_coding
ENSG00000285714,lncRNA
SCEL,protein_coding
ENSG00000287270,lncRNA
SCEL-AS1,lncRNA
RNY3P7,misc_RNA
SPTLC1P5,processed_pseudogene
ENSG00000285746,unprocessed_pseudogene
SLAIN1,protein_coding
MIR3665,miRNA
EDNRB-AS1,lncRNA
EDNRB,protein_coding
OBI1-AS1,lncRNA
ENSG00000233379,lncRNA
RN7SL810P,misc_RNA
LINC01069,lncRNA
LINC00446,lncRNA
ENSG00000235625,lncRNA
SRGNP1,processed_pseudogene
RNY3P3,misc_RNA
RPL31P54,processed_pseudogene
ELOCP23,processed_pseudogene
ENSG00000271776,lncRNA
POU4F1,protein_coding
OBI1,protein_coding
RPL21P111,processed_pseudogene
LINC00331,lncRNA
HSPD1P8,processed_pseudogene
CCT5P2,processed_pseudogene
NIPA2P5,processed_pseudogene
BCAS2P3,processed_pseudogene
RBM26,protein_coding
RNA5SP33,rRNA_pseudogene
RBM26-AS1,lncRNA
NDFIP2-AS1,lncRNA
NDFIP2,protein_coding
LINC01068,lncRNA
ENSG00000285902,lncRNA
LINC01038,lncRNA
LINC00382,lncRNA
ENSG00000284196,lncRNA
LINC01080,lncRNA
ENSG00000285684,lncRNA
SPRY2,protein_coding
RNU6-61P,snRNA
HNRNPA1P31,processed_pseudogene
PWWP2AP1,processed_pseudogene
ENSG00000286746,lncRNA
ARF4P4,processed_pseudogene
LINC00377,lncRNA
DPPA3P3,processed_pseudogene
LINC00564,lncRNA
ENSG00000229309,lncRNA
RNU6-77P,snRNA
HIGD1AP2,processed_pseudogene
PTMAP5,transcribed_processed_pseudogene
ENSG00000286385,lncRNA
GYG1P2,processed_pseudogene
ENSG00000270400,processed_pseudogene
RNU6-67P,snRNA
ENSG00000286446,lncRNA
SLITRK1,protein_coding
ENSG00000285680,lncRNA
VENTXP2,processed_pseudogene
ENSG00000286284,lncRNA
UBE2D3P4,processed_pseudogene
ENSG00000285742,lncRNA
ENSG00000288016,lncRNA
MTND4P1,processed_pseudogene
MTND5P3,processed_pseudogene
LINC00333,lncRNA
ENSG00000288038,lncRNA
ENSG00000287438,lncRNA
LINC00375,lncRNA
ENSG00000286906,lncRNA
LINC00351,lncRNA
ENSG00000285834,lncRNA
SLITRK6,protein_coding
ENSG00000278580,unprocessed_pseudogene
MOB1AP1,processed_pseudogene
ENSG00000232252,lncRNA
ENSG00000283371,unprocessed_pseudogene
DDX6P2,processed_pseudogene
ENSG00000287880,lncRNA
TXNL1P1,processed_pseudogene
LINC00430,lncRNA
UBBP5,processed_pseudogene
LIN28AP2,processed_pseudogene
ENSG00000285699,lncRNA
ENSG00000232636,lncRNA
MIR4500HG,lncRNA
ENSG00000272515,lncRNA
MIR4500,miRNA
SLITRK5,protein_coding
ENSG00000277640,processed_pseudogene
LINC00397,lncRNA
ENSG00000272046,lncRNA
TET1P1,processed_pseudogene
LINC00373,lncRNA
RPL29P29,processed_pseudogene
ENSG00000285811,lncRNA
LINC00433,lncRNA
ENSG00000286422,lncRNA
ENSG00000283130,processed_pseudogene
LINC00560,lncRNA
GRPEL2P1,processed_pseudogene
ENSG00000288552,lncRNA
LINC00440,lncRNA
LINC01047,lncRNA
TRIM60P13,processed_pseudogene
SP3P,processed_pseudogene
LINC02336,lncRNA
LINC01040,lncRNA
LINC00353,lncRNA
RPL7L1P1,processed_pseudogene
ENSG00000200733,snoRNA
PEX12P1,processed_pseudogene
LINC00559,lncRNA
RNA5SP34,rRNA_pseudogene
FAR1P1,processed_pseudogene
KRT18P27,processed_pseudogene
MIR622,miRNA
LINC01049,lncRNA
RNU6-75P,snRNA
LINC00410,lncRNA
BRK1P2,processed_pseudogene
LINC00380,lncRNA
LINC00379,lncRNA
PPIAP23,processed_pseudogene
MIR17HG,lncRNA
MIR17,miRNA
MIR18A,miRNA
MIR19A,miRNA
MIR20A,miRNA
MIR19B1,miRNA
MIR92A1,miRNA
ENSG00000292285,lncRNA
GPC5,protein_coding
ENSG00000282864,TEC
ENSG00000282997,lncRNA
RNU4ATAC3P,snRNA
FABP5P4,processed_pseudogene
ENSG00000282865,TEC
GPC5-AS2,lncRNA
ENSG00000283097,TEC
GPC5-IT1,lncRNA
MIR548AS,miRNA
ENSG00000287159,lncRNA
ENSG00000282993,TEC
GPC5-AS1,lncRNA
LINC00363,lncRNA
ENSG00000288001,lncRNA
ENSG00000278177,lncRNA
GPC6,protein_coding
ENSG00000286843,lncRNA
HNRNPA1P29,processed_pseudogene
GPC6-AS2,lncRNA
RNA5SP35,rRNA_pseudogene
GPC6-AS1,lncRNA
ENSG00000289204,lncRNA
DCT,protein_coding
ENSG00000289878,lncRNA
TGDS,protein_coding
GPR180,protein_coding
RNA5SP36,rRNA_pseudogene
LINC00391,lncRNA
RN7SL585P,misc_RNA
SOX21-AS1,lncRNA
SOX21,protein_coding
BRD7P5,processed_pseudogene
RPL21P112,processed_pseudogene
LINC00557,lncRNA
ENSG00000287635,lncRNA
RNU6-62P,snRNA
ABCC4,protein_coding
ENSG00000289887,lncRNA
RNY3P8,misc_RNA
RNY4P27,misc_RNA
MEMO1P5,processed_pseudogene
CLDN10,protein_coding
CLDN10-AS1,lncRNA
DZIP1,protein_coding
DNAJC3-DT,lncRNA
DNAJC3,protein_coding
MTND5P2,processed_pseudogene
MTND6P18,processed_pseudogene
MTCYBP3,processed_pseudogene
ENSG00000276809,lncRNA
UGGT2,protein_coding
HMGN1P24,processed_pseudogene
HS6ST3,protein_coding
RN7SL164P,misc_RNA
MIR4501,miRNA
AMMECR1LP1,processed_pseudogene
HSP90AB6P,processed_pseudogene
TULP3P1,transcribed_processed_pseudogene
ENSG00000272329,lncRNA
RN7SKP7,misc_RNA
OXGR1,protein_coding
LINC00456,lncRNA
MBNL2,protein_coding
ENSG00000286334,lncRNA
RNA5SP37,rRNA_pseudogene
ENSG00000286416,lncRNA
RAP2A,protein_coding
ENSG00000276573,lncRNA
ENSG00000276704,lncRNA
PSMA6P4,processed_pseudogene
ENSG00000226134,lncRNA
ENSG00000286544,lncRNA
RPL7AP61,processed_pseudogene
ENSG00000270725,lncRNA
IPO5,protein_coding
FTLP8,processed_pseudogene
FARP1,protein_coding
RNF113B,protein_coding
RN7SKP8,misc_RNA
MIR3170,miRNA
ENSG00000269189,lncRNA
ENSG00000269599,lncRNA
FARP1-AS1,lncRNA
STK24,protein_coding
ENSG00000271437,processed_pseudogene
STK24-AS1,lncRNA
NUS1P4,processed_pseudogene
CYCSP35,processed_pseudogene
CALM2P4,processed_pseudogene
RN7SL60P,misc_RNA
SLC15A1,protein_coding
DOCK9,protein_coding
DOCK9-AS1,lncRNA
ENSG00000275919,processed_pseudogene
RPL7L1P12,processed_pseudogene
RNU6-83P,snRNA
DOCK9-DT,lncRNA
RPS6P23,processed_pseudogene
UBAC2-AS1,lncRNA
GAPDHP22,processed_pseudogene
UBAC2,protein_coding
RN7SKP9,misc_RNA
H2AZP3,processed_pseudogene
GPR18,protein_coding
GPR183,protein_coding
MIR623,miRNA
HMGB3P4,processed_pseudogene
ENSG00000290577,lncRNA
CCR12P,transcribed_unprocessed_pseudogene
ENSG00000285448,lncRNA
TM9SF2,protein_coding
LINC01232,lncRNA
LINC00449,lncRNA
LINC01039,lncRNA
CFL1P8,processed_pseudogene
ENSG00000287746,lncRNA
CLYBL,protein_coding
MIR4306,miRNA
CLYBL-AS2,lncRNA
CLYBL-AS1,lncRNA
ENSG00000201245,snoRNA
ENSG00000288581,lncRNA
ENSG00000286757,lncRNA
ZIC5,protein_coding
ENSG00000288060,lncRNA
ZIC2,protein_coding
LINC00554,lncRNA
NDUFA12P1,processed_pseudogene
PCCA-DT,lncRNA
ASNSP3,processed_pseudogene
PCCA,protein_coding
RPL15P18,processed_pseudogene
ENSG00000270632,processed_pseudogene
ENSG00000287330,lncRNA
PCCA-AS1,lncRNA
GGACT,protein_coding
ENSG00000224356,lncRNA
ENSG00000280169,lncRNA
RPS26P47,processed_pseudogene
TMTC4,protein_coding
COX5BP6,processed_pseudogene
ENSG00000289594,lncRNA
NALCN-AS1,lncRNA
ARF4P3,processed_pseudogene
LINC00411,lncRNA
NALCN,protein_coding
ITGBL1,protein_coding
FGF14,protein_coding
ENSG00000276012,lncRNA
RNU1-24P,snRNA
HMGB3P7,processed_pseudogene
MIR2681,miRNA
LIPT1P1,processed_pseudogene
RNY1P2,misc_RNA
MIR4705,miRNA
RPL39P29,processed_pseudogene
FGF14-IT1,lncRNA
ENSG00000279702,TEC
FGF14-AS1,lncRNA
FGF14-AS2,lncRNA
LINC00555,lncRNA
ENSG00000276957,lncRNA
TPP2,protein_coding
METTL21C,protein_coding
CCDC168,protein_coding
ENSG00000286312,lncRNA
TEX30,protein_coding
POGLUT2,protein_coding
BIVM-ERCC5,protein_coding
BIVM,protein_coding
ERCC5,protein_coding
METTL21EP,protein_coding
ENSG00000272542,lncRNA
ENSG00000278445,lncRNA
SLC10A2,protein_coding
ENSG00000285789,lncRNA
LINC01309,lncRNA
ATP6V1G1P7,processed_pseudogene
ENSG00000287734,lncRNA
RPL7P45,processed_pseudogene
ENSG00000286929,lncRNA
DAOA-AS1,lncRNA
ENSG00000275968,misc_RNA
ENSG00000275502,misc_RNA
DAOA,protein_coding
ENSG00000289454,lncRNA
ENSG00000280455,lncRNA
LINC00343,lncRNA
ENSG00000252550,snoRNA
ENSG00000287923,lncRNA
RNA5SP38,rRNA_pseudogene
ENSG00000286780,lncRNA
LINC00460,lncRNA
RPL35P9,processed_pseudogene
EFNB2,protein_coding
ENSG00000284966,lncRNA
ENSG00000274204,lncRNA
ARGLU1,protein_coding
LINC00551,lncRNA
LINC00443,lncRNA
ATP5MC1P5,processed_pseudogene
ENSG00000287546,lncRNA
ENSG00000278698,lncRNA
PPIAP24,processed_pseudogene
ENSG00000277863,lncRNA
ENSG00000279157,TEC
ENSG00000285643,lncRNA
NALF1,protein_coding
SNORD31B,snoRNA
ENSG00000276740,lncRNA
MIR1267,miRNA
NALF1-IT1,lncRNA
ENSG00000286343,lncRNA
ENSG00000274718,lncRNA
LIG4,protein_coding
ABHD13,protein_coding
TNFSF13B,protein_coding
ENSG00000277246,lncRNA
RNA5SP39,rRNA_pseudogene
ENSG00000283384,lncRNA
HCFC2P1,processed_pseudogene
MYO16,protein_coding
MYO16-AS2,lncRNA
MYO16-AS1,lncRNA
LINC03061,lncRNA
LINC00370,lncRNA
LINC01067,lncRNA
LINC00399,lncRNA
ENSG00000289901,lncRNA
ENSG00000285534,lncRNA
LINC00676,lncRNA
IRS2,protein_coding
ENSG00000275741,lncRNA
ENSG00000275248,lncRNA
RN7SKP10,misc_RNA
ENSG00000274331,lncRNA
LINC03082,lncRNA
ENSG00000276269,lncRNA
LINC00396,lncRNA
RN7SL783P,misc_RNA
LINC03032,TEC
ENSG00000287575,lncRNA
COL4A1,protein_coding
ENSG00000279237,TEC
COL4A2,protein_coding
MIR8073,miRNA
COL4A2-AS2,lncRNA
COL4A2-AS1,lncRNA
ENSG00000289010,lncRNA
RAB20,protein_coding
NAXD-AS1,lncRNA
NAXD,protein_coding
CARS2,protein_coding
ING1,protein_coding
RPL21P107,processed_pseudogene
LINC00567,lncRNA
PRECSIT,lncRNA
ANKRD10,protein_coding
ANKRD10-IT1,lncRNA
ENSG00000277767,lncRNA
PARP1P1,processed_pseudogene
ENSG00000290807,lncRNA
SPACA7BP,transcribed_unprocessed_pseudogene
ENSG00000290808,lncRNA
LINC00431,transcribed_unprocessed_pseudogene
LINC00368,lncRNA
ENSG00000286824,lncRNA
ARHGEF7-AS2,lncRNA
ARHGEF7,protein_coding
ARHGEF7-IT1,lncRNA
ARHGEF7-AS1,lncRNA
ENSG00000285856,lncRNA
ENSG00000274614,unprocessed_pseudogene
TEX29,protein_coding
ENSG00000204398,lncRNA
LINC02337,lncRNA
LINC00354,lncRNA
ENSG00000200072,snoRNA
SOX1-OT,lncRNA
SOX1,protein_coding
ENSG00000260385,lncRNA
LINC00404,lncRNA
LINC01070,lncRNA
LINC01043,lncRNA
LINC01044,lncRNA
SPACA7,protein_coding
TUBGCP3,protein_coding
ENSG00000277159,lncRNA
ATP11AUN,lncRNA
ENSG00000274922,lncRNA
ATP11A,protein_coding
ATP11A-AS1,lncRNA
ENSG00000277545,lncRNA
MCF2L,protein_coding
ENSG00000267868,lncRNA
MCF2L-AS1,lncRNA
ENSG00000289354,lncRNA
ENSG00000269356,lncRNA
ENSG00000269376,lncRNA
F7,protein_coding
F10,protein_coding
F10-AS1,lncRNA
KARS1P2,processed_pseudogene
ENSG00000283828,lncRNA
PROZ,protein_coding
ENSG00000269125,lncRNA
PCID2,protein_coding
CUL4A,protein_coding
MIR8075,miRNA
LDHBP1,processed_pseudogene
LAMP1,protein_coding
GRTP1,protein_coding
ENSG00000276434,lncRNA
GRTP1-AS1,lncRNA
ADPRHL1,protein_coding
DCUN1D2,protein_coding
DCUN1D2-AS,lncRNA
RNU1-16P,snRNA
TMCO3,protein_coding
ENSG00000276916,lncRNA
ENSG00000276248,lncRNA
TFDP1,protein_coding
ATP4B,protein_coding
GRK1,protein_coding
LINC00552,TEC
TMEM255B,protein_coding
GAS6-AS1,lncRNA
GAS6,protein_coding
GAS6-DT,lncRNA
ENSG00000237699,lncRNA
LINC00454,lncRNA
ENSG00000274766,lncRNA
LINC00452,lncRNA
SWINGN,lncRNA
C13orf46,protein_coding
RASA3,protein_coding
RASA3-IT1,lncRNA
CFAP97D2,protein_coding
ENSG00000283347,lncRNA
CDC16,protein_coding
MIR548AR,miRNA
ENSG00000289904,lncRNA
MIR4502,miRNA
ENSG00000285672,lncRNA
UPF3A,protein_coding
CLCP2,processed_pseudogene
CHAMP1,protein_coding
LINC01054,lncRNA
RPL23AP97,processed_pseudogene
5_8S_rRNA,rRNA
ENSG00000215398,transcribed_unprocessed_pseudogene
ENSG00000290354,lncRNA
RNU6-458P,snRNA
ENSG00000257171,transcribed_unprocessed_pseudogene
BNIP3P6,processed_pseudogene
ENSG00000257959,lncRNA
ENSG00000257721,processed_pseudogene
ENSG00000258367,transcribed_unprocessed_pseudogene
ENSG00000257825,transcribed_processed_pseudogene
OR11H12,protein_coding
ENSG00000257672,processed_pseudogene
ARHGAP42P5,processed_pseudogene
LINC02297,lncRNA
ENSG00000257644,unprocessed_pseudogene
ENSG00000257175,processed_pseudogene
ENSG00000258364,lncRNA
ENSG00000257731,processed_pseudogene
ENSG00000258076,processed_pseudogene
ENSG00000257558,processed_pseudogene
RPL22P20,processed_pseudogene
ENSG00000257635,transcribed_processed_pseudogene
ENSG00000257224,transcribed_processed_pseudogene
NF1P10,transcribed_unprocessed_pseudogene
ENSG00000290346,lncRNA
NEK2P1,processed_pseudogene
NF1P7,unprocessed_pseudogene
MED15P1,transcribed_unprocessed_pseudogene
ENSG00000291204,lncRNA
ENSG00000257891,lncRNA
ENSG00000258265,lncRNA
POTEM,protein_coding
ENSG00000275563,lncRNA
RNU6-1239P,snRNA
ENSG00000258314,lncRNA
GRAMD4P4,processed_pseudogene
DUXAP9,transcribed_processed_pseudogene
ENSG00000286614,transcribed_unprocessed_pseudogene
ENSG00000277128,lncRNA
NBEAP5,transcribed_unprocessed_pseudogene
ENSG00000278594,processed_pseudogene
OR11H13P,unprocessed_pseudogene
ENSG00000271632,processed_pseudogene
ENSG00000277252,unprocessed_pseudogene
CDRT15P13,unprocessed_pseudogene
NBEAP6,transcribed_unprocessed_pseudogene
ENSG00000257310,lncRNA
TOMM40P1,processed_pseudogene
DUXAP10,transcribed_processed_pseudogene
ENSG00000291205,lncRNA
BMS1P17,transcribed_unprocessed_pseudogene
ENSG00000287515,transcribed_unprocessed_pseudogene
LINC01297,lncRNA
GRAMD4P3,processed_pseudogene
POTEG,protein_coding
ENSG00000276888,lncRNA
RNU6-1268P,snRNA
MED15P6,transcribed_processed_pseudogene
NF1P4,transcribed_unprocessed_pseudogene
ENSG00000273639,lncRNA
ENSG00000274649,processed_pseudogene
NF1P11,transcribed_unprocessed_pseudogene
ENSG00000257432,processed_pseudogene
ENSG00000273558,lncRNA
ENSG00000258324,processed_pseudogene
ENSG00000257493,unprocessed_pseudogene
ENSG00000257751,processed_pseudogene
ENSG00000257846,processed_pseudogene
ENSG00000259069,lncRNA
ENSG00000257884,transcribed_processed_pseudogene
ENSG00000257395,lncRNA
ARHGAP42P4,processed_pseudogene
ENSG00000257142,unprocessed_pseudogene
OR11H2,protein_coding
OR4N2,protein_coding
OR11K2P,unprocessed_pseudogene
OR4Q3,protein_coding
OR4H12P,unprocessed_pseudogene
OR4M1,protein_coding
OR4N1P,unprocessed_pseudogene
OR4K6P,unprocessed_pseudogene
OR4K3,protein_coding
OR4K2,protein_coding
OR4K4P,unprocessed_pseudogene
ENSG00000259016,processed_pseudogene
OR4K5,protein_coding
OR4K1,protein_coding
ENSG00000290702,lncRNA
OR4K16P,transcribed_unprocessed_pseudogene
OR4K15,protein_coding
OR4Q2,protein_coding
OR4K14,protein_coding
OR4K13,protein_coding
OR4U1P,unprocessed_pseudogene
OR4L1,protein_coding
RNA5SP380,rRNA_pseudogene
OR4T1P,unprocessed_pseudogene
OR4K17,protein_coding
OR4N5,protein_coding
PSMB7P1,processed_pseudogene
GTF2IP22,processed_pseudogene
OR11G1P,unprocessed_pseudogene
OR11P1P,unprocessed_pseudogene
OR11G2,protein_coding
ENSG00000290703,lncRNA
OR11H5P,transcribed_unprocessed_pseudogene
OR11H6,protein_coding
OR11H7,protein_coding
OR11H4,protein_coding
TTC5,protein_coding
ENSG00000258768,lncRNA
ENSG00000258459,lncRNA
CCNB1IP1,protein_coding
ENSG00000287735,lncRNA
SNORA79B,snoRNA
SNORD126,snoRNA
ENSG00000259001,lncRNA
RPPH1,ribozyme
PARP2,protein_coding
ENSG00000254846,lncRNA
TEP1,protein_coding
RNA5SP382,rRNA_pseudogene
KLHL33,protein_coding
ENSG00000291038,lncRNA
ENSG00000259162,transcribed_unprocessed_pseudogene
OSGEP,protein_coding
ENSG00000258515,lncRNA
APEX1,protein_coding
PIP4P1,protein_coding
PNP,protein_coding
ENSG00000258908,lncRNA
RNASE10,protein_coding
PTCD2P1,processed_pseudogene
SETP1,processed_pseudogene
RNASE9,protein_coding
ENSG00000259060,protein_coding
RNASE11,protein_coding
RNASE11-AS1,lncRNA
RNASE12,protein_coding
ENSG00000239327,processed_pseudogene
OR6S1,protein_coding
ANG,protein_coding
RNASE4,protein_coding
ENSG00000259171,protein_coding
EGILA,lncRNA
RANBP20P,processed_pseudogene
EDDM3DP,unprocessed_pseudogene
EDDM3A,protein_coding
EDDM3B,protein_coding
RNASE6,protein_coding
LINC03058,lncRNA
RNASE1,protein_coding
ENSG00000259130,lncRNA
ENSG00000258642,lncRNA
RNASE3,protein_coding
ENSG00000258918,lncRNA
ENSG00000258772,lncRNA
RNASE2CP,lncRNA
RNASE2,protein_coding
RN7SL189P,misc_RNA
ENSG00000258599,processed_pseudogene
METTL17,protein_coding
ENSG00000258471,lncRNA
SLC39A2,protein_coding
NDRG2,protein_coding
MIR6717,miRNA
TPPP2,protein_coding
ENSG00000258604,lncRNA
ENSG00000255472,lncRNA
RNASE13,protein_coding
RNASE7,protein_coding
RNASE8,protein_coding
ARHGEF40,protein_coding
ZNF219,protein_coding
TMEM253,protein_coding
ENSG00000178107,lncRNA
CKAP2P1,processed_pseudogene
RNU6-252P,snRNA
OR5AU1,protein_coding
SMARCE1P3,processed_pseudogene
ENSG00000258906,processed_pseudogene
LINC00641,lncRNA
HNRNPC,protein_coding
RPGRIP1,protein_coding
SUPT16H,protein_coding
ENSG00000260830,lncRNA
CHD8,protein_coding
SNORD9,snoRNA
SNORD8,snoRNA
ENSG00000241035,processed_pseudogene
EIF4EBP1P1,processed_pseudogene
RN7SL650P,misc_RNA
RAB2B,protein_coding
TOX4,protein_coding
METTL3,protein_coding
SALL2,protein_coding
ENSG00000257096,lncRNA
RBBP4P5,processed_pseudogene
OR10G3,protein_coding
ENSG00000256081,processed_pseudogene
OR10G1P,unprocessed_pseudogene
UBE2NP1,processed_pseudogene
TRAV1-1,TR_V_gene
OR10G2,protein_coding
TRAV1-2,TR_V_gene
ARL6IP1P1,processed_pseudogene
OR4E2,protein_coding
OR4E1,protein_coding
ENSG00000256350,unprocessed_pseudogene
TRAV2,TR_V_gene
ENSG00000248358,lncRNA
TRAV3,TR_V_gene
TRAV4,TR_V_gene
TRAV5,TR_V_gene
RPL4P1,processed_pseudogene
TRAV6,TR_V_gene
TRAV7,TR_V_gene
TRAV8-1,TR_V_gene
TRAV9-1,TR_V_gene
TRAV10,TR_V_gene
TRAV11,TR_V_pseudogene
TRAV12-1,TR_V_gene
TRAV8-2,TR_V_gene
TRAV8-3,TR_V_gene
